Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.11kg,21615603.2928,1,2,1,Card onboard
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,500gb hdd,intel hd graphics 505,Windows 10,2.4kg,6088902.336000001,1,other,2,Card onboard
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,Windows 10,2.5kg,28826145.5328,1,2,0,Card rời
HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,1.48kg,33472939.4208,1,2,1,Card onboard
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.7kg,20189518.272,1,2,0,Card rời
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.34kg,19051854.9408,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,2.18kg,8764814.6784,1,3,1,Card onboard
HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.64kg,12482249.788800001,1,1,2,Card onboard
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,1.2kg,19147995.504,1,1,1,Card onboard
HP,Notebook,14,1366x768,Intel Core i5 6300U 2.4GHz,4GB,256gb ssd,intel hd graphics 520,Windows 10,1.48kg,17625609.685728,1,1,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,1.95kg,19308229.776,1,1,1,Card onboard
HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.43kg,23217946.0128,1,2,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,1.64kg,16812741.223872002,1,1,1,Card rời
HP,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.64kg,10960024.204799999,1,3,2,Card onboard
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1.0tb hybrid,nvidia geforce gtx 1050,Windows 10,2.65kg,15206232.412800001,1,1,0,Card rời
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.26kg,24660054.4608,1,1,2,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,1.48kg,25477249.248,1,1,1,Card onboard
HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.54kg,30239572.046112,1,2,1,Card onboard
HP,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.49kg,12818741.76,1,3,2,Card onboard
Toshiba,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.5kg,19388346.912,1,1,1,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,2.04kg,12337878.709727999,1,3,1,Card onboard
Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,512gb ssd,nvidia quadro 3000m,Windows 7,2.4kg,17609746.4928,1,2,1,Card rời
Toshiba,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.47kg,23874906.528,1,1,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.43kg,35716219.2288,1,2,1,Card onboard
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,1tb hdd,intel hd graphics 520,Windows 10,2.08kg,12754487.816928,1,3,2,Card onboard
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.2kg,25477249.248,1,1,1,Card onboard
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.11kg,18410917.8528,1,1,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,1.64kg,18994651.305696003,1,2,1,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,500gb hdd,intel hd graphics 520,Windows 10,2.09kg,16767555.159168,1,1,2,Card onboard
HP,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,1.26kg,24980523.004800003,1,1,1,Card onboard
HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.31kg,19051854.9408,1,1,2,Card onboard
HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,1.95kg,16984832.832000002,1,1,2,Card onboard
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.29kg,26022045.772800002,1,1,1,Card onboard
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,2.63kg,17305301.376000002,1,1,1,Card rời
HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,1.64kg,15590794.665600002,1,1,1,Card onboard
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6GB,1tb hdd,amd radeon r5,Windows 10,2.1kg,6553581.7248,2,other,2,Khác
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.7kg,19096720.536960002,1,2,0,Card rời
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.95kg,19147995.504,1,1,1,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.84kg,19692631.794528,1,2,1,Card onboard
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.26kg,21615603.2928,1,2,1,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.04kg,11889382.9824,1,1,2,Card onboard
Toshiba,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.47kg,27640411.92,1,2,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,2.09kg,17032101.94224,1,1,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.64kg,16191833.419872,1,1,1,Card onboard
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,256gb ssd,intel hd graphics 520,Windows 10,1.8kg,13571842.8384,1,2,1,Card onboard
Vero,Notebook,14,1366x768,Intel Atom X5-Z8350 1.44GHz,2GB,32gb flash storage,intel hd graphics 400,Windows 10,1.45kg,3377738.4537600004,1,other,0,Card onboard
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,256gb ssd,nvidia geforce 930m,Windows 10,2.4kg,22833383.76,1,2,1,Card rời
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,2.3kg,16818189.189120002,1,1,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,1.54kg,16023427.200000001,1,1,2,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256gb ssd +  500gb hdd,intel hd graphics 520,Windows 10,1.84kg,33702715.366848,1,1,0,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.43kg,23538414.556800004,1,1,1,Card onboard
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 980m,Windows 10,3.78kg,24766450.017408002,1,2,0,Card rời
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 980m,Windows 10,4.6kg,36693488.053728,1,2,0,Card rời
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16gb flash storage,intel hd graphics 400,Chrome OS,1.2kg,4613144.69088,1,other,0,Card onboard
Lenovo,Notebook,14,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,256gb ssd,intel hd graphics 520,Windows 7,1.1kg,41981379.264000006,1,2,1,Card onboard
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,nvidia geforce 940mx,Windows 10,1.91kg,15686935.2288,1,2,2,Card rời
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,2.3kg,17529629.3568,1,1,1,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,2.04kg,15686935.2288,1,1,1,Card onboard
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,1tb ssd,intel hd graphics 620,Windows 10,1.2kg,36116804.9088,1,2,1,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.31kg,11298919.69008,1,3,2,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,No OS,1.96kg,7995690.172800001,1,1,2,Card onboard
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8GB,1tb hdd,amd radeon r5,Windows 10,2.4kg,7194518.8128,2,other,2,Khác
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256gb ssd,intel hd graphics 620,Windows 10,1.6kg,20814431.932800002,1,2,1,Card onboard
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.94kg,29146614.076800004,1,2,0,Card rời
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1tb hdd,nvidia geforce gtx 965m,No OS,4kg,15991380.345600002,1,2,2,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1tb hdd,intel hd graphics,Windows 10,2.25kg,8957095.8048,1,1,2,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,2tb hdd,amd radeon r7 m445,Windows 10,2.32kg,15863032.693728002,1,2,2,Khác
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,1.8kg,30909191.0688,1,2,0,Card rời
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.29kg,23362156.857600003,1,2,1,Card onboard
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1tb ssd,nvidia geforce gtx 980,Windows 10,3.58kg,20814431.932800002,1,2,1,Card rời
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.62kg,12786855.139872001,1,2,1,Card onboard
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 970m,Windows 10,3.21kg,21295134.7488,1,2,0,Card rời
Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256gb flash storage,intel hd graphics 515,Mac OS X,0.920kg,20830455.36,1,other,0,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.06kg,7722971.441856001,1,3,2,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.31kg,19212089.2128,1,1,2,Card onboard
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.26kg,19212089.2128,1,1,1,Card onboard
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.49kg,17465535.648,1,2,1,Card onboard
Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.3kg,27455982.272928,1,2,1,Card onboard
Lenovo,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8GB,1.0tb hdd,amd radeon r5 m330,Windows 10,3.0kg,10559438.524799999,1,1,2,Khác
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4GB,1tb hdd,nvidia geforce gtx 950m,Windows 10,2.3kg,15654888.3744,1,1,2,Card rời
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,3.78kg,40042544.5728,1,2,0,Card rời
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.1kg,8652650.688000001,1,1,2,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 7,2.31kg,15062021.568,1,1,2,Card onboard
Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8GB,512gb ssd,intel hd graphics 515,Windows 10,0.99kg,22416774.6528,1,other,1,Card onboard
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,512gb ssd +  1.0tb hybrid,nvidia geforce gtx 980m,Windows 10,4.6kg,17609746.4928,1,2,1,Card rời
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64gb flash storage,intel hd graphics 400,Windows 10,0.69kg,10355460.296544,1,other,0,Card onboard
HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,1.3kg,32832002.3328,1,2,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,2.18kg,12017570.4,1,1,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 7,1.54kg,16519993.208928,1,1,2,Card onboard
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,amd firepro w4190m,Windows 7,1.9kg,23955023.664,1,2,1,Khác
Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,180gb ssd,intel hd graphics 520,Windows 7,1.7kg,19212089.2128,1,1,1,Card onboard
HP,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32gb flash storage,intel hd graphics 515,Chrome OS,1.29kg,9854407.728,1,other,0,Card onboard
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4GB,500gb hdd,amd radeon r5,Windows 10,2.4kg,6201066.326400001,2,other,2,Khác
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500gb hdd,intel hd graphics,Linux,2.2kg,6305058.368928,1,other,2,Card onboard
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1tb hdd,intel hd graphics 520,No OS,1.86kg,5543945.576928,1,3,2,Card onboard
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.7kg,25621460.092800003,1,2,0,Card rời
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256gb ssd,amd radeon 530,Windows 10,1.4kg,13112771.649120001,1,1,1,Khác
HP,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128gb ssd,intel hd graphics 520,Windows 7,2.4kg,25621460.092800003,1,1,1,Card onboard
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd +  1tb hdd,nvidia geforce gtx 950m,Windows 10,2.4kg,12802718.3328,1,1,0,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,amd radeon r7 m445,Windows 10,2.36kg,10235765.29536,1,1,2,Khác
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256gb ssd,nvidia geforce gtx 965m,Windows 10,2.6kg,25621460.092800003,1,2,1,Card rời
HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1tb hdd,intel hd graphics 405,Windows 10,1.96kg,8011713.600000001,1,other,2,Card onboard
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 980m,Windows 10,4.3kg,36837859.1328,1,2,0,Card rời
Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 7,1.5kg,18188993.38608,1,3,2,Card onboard
Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,128gb ssd,intel hd graphics 520,Windows 7,1.5kg,18698858.839584,1,3,1,Card onboard
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16gb ssd,intel hd graphics,Chrome OS,2.20kg,3348896.2848,1,other,1,Card onboard
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1tb hdd,amd firepro w6150m,Windows 7,3.0kg,28826145.5328,1,2,2,Khác
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd,nvidia geforce gtx 1050 ti,Windows 10,2.4kg,19212089.2128,1,2,1,Card rời
Dell,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.5kg,22642704.97632,1,1,1,Card onboard
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,2.9kg,24214442.950368002,1,2,0,Card rời
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256gb ssd,intel hd graphics 520,Windows 10,2.1kg,13892311.3824,1,1,1,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,1tb hdd,amd radeon r4,Windows 10,2.1kg,6377324.025599999,2,other,2,Khác
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,2.59kg,21455369.020800002,1,2,0,Card rời
HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8GB,256gb ssd,intel hd graphics 515,Windows 10,1.16kg,27223802.8128,1,other,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,amd radeon r5 m315,Windows 7,2.24kg,12324419.03088,1,1,2,Khác
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,2.1kg,6874050.2688,1,3,1,Card onboard
HP,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512gb ssd,intel hd graphics 520,Windows 10,1.16kg,31550128.1568,1,2,1,Card onboard
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64gb flash storage,intel hd graphics 400,Android,0.69kg,8796861.5328,1,other,0,Card onboard
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256gb ssd,intel iris plus graphics 640,Windows 10,1.23kg,22096306.108799998,1,2,1,Card onboard
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256gb ssd +  1.0tb hybrid,nvidia geforce gtx 980m,Windows 10,4.6kg,44064264.56572801,1,2,1,Card rời
Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.25kg,16488106.588800002,1,2,1,Card onboard
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,1.05kg,35668148.9472,1,2,1,Card onboard
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,3.52kg,21030587.965728,1,2,0,Card rời
Vero,Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4GB,32gb flash storage,intel hd graphics 400,Windows 10,1.35kg,3140591.7312,1,other,0,Card onboard
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.16kg,27079591.968,1,1,1,Card onboard
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.43kg,24243445.3536,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Linux,2.09kg,8390347.184736,1,1,2,Card onboard
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1tb hdd,intel hd graphics 620,Windows 10,2kg,6970190.832,1,3,2,Card onboard
Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.8kg,26743099.9968,1,2,1,Card onboard
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64gb flash storage,intel hd graphics 400,Windows 10,0.69kg,7675221.6288,1,other,0,Card onboard
HP,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.26kg,30364394.544000003,1,1,1,Card onboard
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,No OS,2.4kg,15847169.5008,1,1,0,Card rời
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,3.35kg,18090449.3088,1,1,0,Card rời
HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,2tb hdd,intel hd graphics 620,Windows 10,2.04kg,10078735.708800001,1,2,2,Card onboard
Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512gb ssd,nvidia quadro m500m,Windows 7,1.8kg,32854114.662336003,1,2,1,Card rời
Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32gb flash storage,intel hd graphics 500,Windows 10,1.5kg,4454512.7616,1,other,0,Card onboard
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.84kg,12049617.2544,1,2,1,Card onboard
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1tb hdd,nvidia geforce 940mx,Windows 10,2.23kg,9870431.1552,1,1,2,Card rời
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1.0tb hybrid,amd radeon r7 m360,Windows 10,2.5kg,17609746.4928,1,2,0,Khác
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256gb ssd,nvidia quadro m3000m,Windows 7,3kg,28826145.5328,1,2,1,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,amd radeon r7 m445,Windows 10,2.5kg,12562366.9248,1,1,2,Khác
